lecture_year,semester,professor_name,subject_name,division_code,lecture_place,capacity,language,is_english,note,syllabus_url,subject_id,created_at
2025,1,김휘용,영상처리,CSE426-00,전103,60,영어(부분),True,XR입출력기술 마이크로디그리 교과목,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=052980&p_code=CSE42600&p_subjt=CSE426&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724122977,,2025-05-27 14:25:46
2025,1,김휘용,기계학습(컴퓨터공학과),SWCON253-01,B09,80,영어(부분),True,"* 필수 선이수 교과: 웹/파이선프로그래밍, 미적분학, 선형대수 / * 권장 선이수 교과: 확률및랜덤변수, 인공지능수학, 인공지능프로그래밍 / 인공지능이론 마이크로디고리 과목명",https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=052980&p_code=SWCON25301&p_subjt=SWCON253&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724123751,,2025-05-27 14:25:46
2025,1,김태연,데이터베이스,CSE305-01,B01,54,한국어,False,본인 노트북으로 실습 (필요시 대여 가능),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=053197&p_code=CSE30501&p_subjt=CSE305&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724124350,,2025-05-27 14:25:46
2025,1,이원희,기계학습(컴퓨터공학과),SWCON253-00,B09,60,영어(부분),True,"* 필수 선이수 교과: 웹/파이선프로그래밍, 미적분학, 선형대수 / * 권장 선이수 교과: 확률및랜덤변수, 인공지능수학, 인공지능프로그래밍 / 인공지능이론 마이크로디고리 과목명",https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=054270&p_code=SWCON25300&p_subjt=SWCON253&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724125019,,2025-05-27 14:25:46
2025,1,황효석,3D데이터처리(컴퓨터공학과),SWCON366-00,전137,40,영어(부분),True,본인 노트북으로 실습 (필요시 대여 가능) / 로봇소프트웨어 마이크로디그리 교과목,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=055078&p_code=SWCON36600&p_subjt=SWCON366&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724125684,,2025-05-27 14:25:46
2025,1,황효석,강화학습(컴퓨터공학과),SWCON495-00,B05,40,영어(부분),True,본인 노트북으로 실습 (필요시 대여 가능),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=055078&p_code=SWCON49500&p_subjt=SWCON495&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724126330,,2025-05-27 14:25:46
2025,1,김성태,졸업논문(컴퓨터공학전공),CSE403-00,전205,154,한국어,False,"4학년 2학기부터만 수강가능, 졸업프로젝트 D-이상 획득 필요",https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=055392&p_code=CSE40300&p_subjt=CSE403&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724126939,,2025-05-27 14:25:46
2025,1,김성태,컴퓨터구조,CSE203-02,글405,105,영어(부분),True,선수과목: 논리회로,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=055392&p_code=CSE20302&p_subjt=CSE203&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724127570,,2025-05-27 14:25:46
2025,1,김성태,졸업프로젝트,CSE405-00,B09,120,한국어,False,선수과목:캡스톤디자인 / 단일전공이수자만 해당/4학년 1학기부터 수강허용; OT(3/7(금) 19:00~) 및 최종평가(6/13(금) 19:00~) 반드시 참석 필요,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=055392&p_code=CSE40500&p_subjt=CSE405&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724128132,,2025-05-27 14:25:46
2025,1,김성태,캡스톤디자인,CSE406-07,B09,8,한국어,False,선수과목:디자인적사고 / 3학년 2학기부터 수강허용 OT 개별교수님 안내에 따름,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=055392&p_code=CSE40607&p_subjt=CSE406&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724128803,,2025-05-27 14:25:46
2025,1,최진우,캡스톤디자인,CSE406-09,B09,8,한국어,False,선수과목:디자인적사고 / 3학년 2학기부터 수강허용 OT 개별교수님 안내에 따름,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=055393&p_code=CSE40609&p_subjt=CSE406&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724129419,,2025-05-27 14:25:46
2025,1,최진우,기계학습(컴퓨터공학과),SWCON253-02,전136,60,영어(부분),True,"* 필수 선이수 교과: 웹/파이선프로그래밍, 미적분학, 선형대수 / * 권장 선이수 교과: 확률및랜덤변수, 인공지능수학, 인공지능프로그래밍 / 인공지능이론 마이크로디고리 과목명",https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=055393&p_code=SWCON25302&p_subjt=SWCON253&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724130134,,2025-05-27 14:25:46
2025,1,최진우,객체지향프로그래밍,CSE103-02,전205,150,영어(부분),True,"본인 노트북으로 실습 (필요시 대여 가능), 실감미디어기술 마이크로디그리 교과목",https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=055393&p_code=CSE10302&p_subjt=CSE103&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724130953,,2025-05-27 14:25:46
2025,1,정해준,신호와시스템(컴퓨터공학과),EE210-01,전227,60,한국어,False,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=056156&p_code=EE21001&p_subjt=EE210&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724131646,,2025-05-27 14:25:46
2025,1,최민석,확률및랜덤변수(컴퓨터공학과),EE211-03,전227,60,한국어,False,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=056815&p_code=EE21103&p_subjt=EE211&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724132334,,2025-05-27 14:25:46
2025,1,정원수,실감미디어컴퓨팅기초,CSE104-00,온라인,400,한국어,False,"'웹/파이선프로그래밍' 과목 이수자 신청 불가, 중간(8주차) 기말(16주차) 금요일 09:00~12:00 시험실시, 실감미디어펀더멘털 마이크로디그리 교과목",https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=057157&p_code=CSE10400&p_subjt=CSE104&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724133116,,2025-05-27 14:25:46
2025,1,오승재,게임인터랙티브테크놀로지(컴퓨터공학과),SWCON312-00,B05,30,영어(부분),True,체감기술 마이크로디그리 교과목,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=058521&p_code=SWCON31200&p_subjt=SWCON312&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724133814,,2025-05-27 14:25:46
2025,1,오승재,회로와신호(컴퓨터공학과),SWCON254-00,B01,30,영어(부분),True,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=058521&p_code=SWCON25400&p_subjt=SWCON254&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724134415,,2025-05-27 14:25:46
2025,1,박상근,웹/파이선프로그래밍(컴퓨터공학과),SWCON104-01,전205,150,영어(부분),True,본인 노트북으로 실습 (필요시 대여 가능),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=058523&p_code=SWCON10401&p_subjt=SWCON104&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724135037,,2025-05-27 14:25:46
2025,1,고한얼,독립심화학습1(컴퓨터공학),CSE495-02,,1,한국어,False,지도교수를 통해 별도로 신청한 학생들만 신청 가능(임*민),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=058525&p_code=CSE49502&p_subjt=CSE495&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724135803,,2025-05-27 14:25:46
2025,1,고한얼,연구연수활동1(컴퓨터공학),CSE496-01,,1,한국어,False,지도교수를 통해 별도로 신청한 학생들만 신청 가능(임*민),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=058525&p_code=CSE49601&p_subjt=CSE496&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724136437,,2025-05-27 14:25:46
2025,1,고한얼,확률및랜덤변수(컴퓨터공학과),EE211-04,전211-1,70,영어(부분),True,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=058525&p_code=EE21104&p_subjt=EE211&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724137398,,2025-05-27 14:25:46
2025,1,김정욱,캡스톤디자인,CSE406-10,B09,8,한국어,False,선수과목:디자인적사고 / 3학년 2학기부터 수강허용 OT 개별교수님 안내에 따름,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=058974&p_code=CSE40610&p_subjt=CSE406&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724138412,,2025-05-27 14:25:46
2025,1,김정욱,컴퓨터구조,CSE203-00,B09,120,영어(부분),True,선수과목: 논리회로,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=058974&p_code=CSE20300&p_subjt=CSE203&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724139452,,2025-05-27 14:25:46
2025,1,김정욱,소프트웨어공학,CSE327-00,B09,120,한국어,False,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=058974&p_code=CSE32700&p_subjt=CSE327&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724140517,,2025-05-27 14:25:46
2025,1,정연모,논리회로(컴퓨터공학과),EE209-00,전220,50,한국어,False,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059482&p_code=EE20900&p_subjt=EE209&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724141513,,2025-05-27 14:25:46
2025,1,허선영,캡스톤디자인,CSE406-13,B09,10,한국어,False,선수과목:디자인적사고 / 3학년 2학기부터 수강허용 OT 개별교수님 안내에 따름,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059667&p_code=CSE40613&p_subjt=CSE406&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724142725,,2025-05-27 14:25:46
2025,1,허선영,독립심화학습1(컴퓨터공학),CSE495-09,,1,한국어,False,지도교수를 통해 별도로 신청한 학생들만 신청 가능(김*현),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059667&p_code=CSE49509&p_subjt=CSE495&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724143661,,2025-05-27 14:25:46
2025,1,허선영,컴파일러,CSE322-00,B06,50,영어(부분),True,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059667&p_code=CSE32200&p_subjt=CSE322&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724144504,,2025-05-27 14:25:46
2025,1,허선영,운영체제,CSE301-00,B09,98,영어(부분),True,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059667&p_code=CSE30100&p_subjt=CSE301&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724145299,,2025-05-27 14:25:46
2025,1,최기호,신호와시스템(컴퓨터공학과),EE210-02,전227,60,영어(부분),True,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059930&p_code=EE21002&p_subjt=EE210&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724146059,,2025-05-27 14:25:46
2025,1,장대희,정보보호,CSE423-00,B01,40,영어(부분),True,웹보안 내용 많이 포함,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059932&p_code=CSE42300&p_subjt=CSE423&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724147083,,2025-05-27 14:25:46
2025,1,장대희,캡스톤디자인,CSE406-12,B09,9,한국어,False,선수과목:디자인적사고 / 3학년 2학기부터 수강허용 OT 개별교수님 안내에 따름,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059932&p_code=CSE40612&p_subjt=CSE406&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724148100,,2025-05-27 14:25:46
2025,1,장대희,독립심화학습1(컴퓨터공학),CSE495-00,,1,한국어,False,지도교수를 통해 별도로 신청한 학생들만 신청 가능(윤*찬),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=059932&p_code=CSE49500&p_subjt=CSE495&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724149025,,2025-05-27 14:25:46
2025,1,박제만,자료구조,CSE204-02,전205,149,영어(부분),True,객체지향프로그래밍 선이수 필요 / 본인 노트북으로 실습 (필요시 대여 가능),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=061420&p_code=CSE20402&p_subjt=CSE204&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724149760,,2025-05-27 14:25:46
2025,1,박제만,소프트웨어융합보안(컴퓨터공학과),SWCON496-00,전103,40,영어(부분),True,"운영체제, 컴퓨터구조 선이수 권장",https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=061420&p_code=SWCON49600&p_subjt=SWCON496&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724150563,,2025-05-27 14:25:46
2025,1,조명아,웹/파이선프로그래밍(컴퓨터공학과),SWCON104-02,멀112,150,영어(부분),True,본인 노트북으로 실습 (필요시 대여 가능),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=061421&p_code=SWCON10402&p_subjt=SWCON104&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724151326,,2025-05-27 14:25:46
2025,1,조명아,인공지능과게임프로그래밍(컴퓨터공학과),SWCON491-00,멀112,60,영어(부분),True,본인 노트북으로 실습 (필요시 대여 가능) / 선수과목: 객체지향프로그래밍&선형대수,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=061421&p_code=SWCON49100&p_subjt=SWCON491&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724152247,,2025-05-27 14:25:46
2025,1,조명아,디자인적사고(컴퓨터공학과),SWCON103-01,멀112,50,한국어,False,본인 노트북으로 실습 (필요시 대여 가능) / 디자인소프트웨어 마이크로디그리 교과목,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=061421&p_code=SWCON10301&p_subjt=SWCON103&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724153042,,2025-05-27 14:25:46
2025,1,김정현,블록체인프로젝트,CSE4100-00,B06,50,한국어,False,산학필수 과목,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=061910&p_code=CSE410000&p_subjt=CSE4100&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724153808,,2025-05-27 14:25:46
2025,1,이동현,SW스타트업비즈니스,CSE330-00,글405,60,한국어,False,산학필수 과목,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=062077&p_code=CSE33000&p_subjt=CSE330&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724154821,,2025-05-27 14:25:46
2025,1,성무진,캡스톤디자인,CSE406-14,B09,8,한국어,False,선수과목:디자인적사고 / 3학년 2학기부터 수강허용 OT 개별교수님 안내에 따름,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=062134&p_code=CSE40614&p_subjt=CSE406&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724155824,,2025-05-27 14:25:46
2025,1,성무진,연구연수활동1(컴퓨터공학),CSE496-06,,1,한국어,False,지도교수를 통해 별도로 신청한 학생들만 신청 가능(정*서),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=062134&p_code=CSE49606&p_subjt=CSE496&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724156841,,2025-05-27 14:25:46
2025,1,성무진,알고리즘,CSE304-02,B06,50,한국어,False,선수과목:자료구조 / 본인 노트북으로 실습(필요시 대여 가능),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=062134&p_code=CSE30402&p_subjt=CSE304&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724157712,,2025-05-27 14:25:46
2025,1,박정환,논리회로(컴퓨터공학과),EE209-01,전220,55,영어(부분),True,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=062135&p_code=EE20901&p_subjt=EE209&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724158607,,2025-05-27 14:25:46
2025,1,박철준,이산구조,CSE201-00,B07,70,영어(부분),True,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=063365&p_code=CSE20100&p_subjt=CSE201&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724159359,,2025-05-27 14:25:46
2025,1,박철준,알고리즘,CSE304-01,B01,54,한국어,False,선수과목:자료구조 / 본인 노트북으로 실습(필요시 대여 가능),https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=063365&p_code=CSE30401&p_subjt=CSE304&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724160153,,2025-05-27 14:25:46
2025,1,최경식,이산구조,CSE201-01,B07,70,한국어,False,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=063929&p_code=CSE20101&p_subjt=CSE201&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724161013,,2025-05-27 14:25:46
2025,1,길태현,논리회로(컴퓨터공학과),EE209-03,전136,55,한국어,False,,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=063976&p_code=EE20903&p_subjt=EE209&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724161824,,2025-05-27 14:25:46
2025,1,김수현,고급딥러닝(컴퓨터공학과),AI3001-00,전103,60,영어(부분),True,인공지능 실전 마이크로디그리 과목,https://sugang.khu.ac.kr/core?attribute=lectPlan&p_year=2025&p_term=10&p_teach=064244&p_code=AI300100&p_subjt=AI3001&lang=ko&loginYn=N&schedule_cd=hakbu&fake=1747724162653,,2025-05-27 14:25:46
